t,ax,ay,az,gx,gy,gz
0.000000,0.053084146,0.086524971,9.847469330,0.000995394,0.000153431,-0.000725077
0.042000,0.096202761,0.067361146,9.900169373,-0.000060759,-0.000917285,-0.000688298
0.078000,0.029129360,0.120061666,9.895379066,-0.000060499,0.000144874,-0.000680400
0.100000,0.043502230,0.024242528,9.900169373,-0.000061254,0.000141721,0.000392073
0.121000,0.100993723,0.052988268,9.890587807,-0.000061254,-0.000923543,0.000392073
0.141000,0.081829891,0.100897849,9.900169373,-0.000065122,0.000135037,-0.000660950
0.181000,0.033920314,0.067361146,9.890587807,-0.000071152,0.000129455,0.000412460
0.221000,0.091411799,0.076943055,9.909751892,-0.000078378,0.000127196,0.000416640
0.261000,0.053084146,0.096106887,9.895379066,-0.000088056,0.000132129,0.000416650
0.300000,0.057875101,0.062570184,9.900169373,-0.000092120,0.000139464,0.000410553
0.319000,0.077038929,0.081734017,9.895379066,-0.000093538,-0.000921426,0.000405686
0.341000,0.077038929,0.100897849,9.890587807,0.000970658,0.000148654,-0.000665667
0.383000,0.038711268,0.062570184,9.890587807,-0.000096748,0.000160090,0.000385170
0.422000,0.077038929,0.091315925,9.890587807,-0.000101506,0.000173163,0.000370328
0.482000,0.043502230,0.067361146,9.895379066,-0.000115543,0.000194095,0.000349420
0.521000,0.067457020,0.081734017,9.895379066,-0.000127126,0.000209254,0.000336532
0.542000,0.072247967,0.081734017,9.895379066,0.000932852,0.000216430,-0.000734945
0.562000,0.053084146,0.086524971,9.890587807,-0.000137079,0.000222851,-0.000741074
0.583000,0.057875101,0.076943055,9.900169373,-0.000141315,-0.000837022,-0.000747195
0.619000,0.100993723,0.096106887,9.895379066,-0.000145284,0.000232689,0.000312194
0.643000,0.038711268,0.072152101,9.895379066,-0.000152369,0.000239392,0.000302223
0.682000,0.014756486,0.052988268,9.890587807,0.000909788,0.000241332,-0.000767493
0.720000,0.057875101,0.076943055,9.890587807,-0.000163832,0.001304680,0.000286017
0.741000,0.077038929,0.081734017,9.895379066,-0.000163832,0.001304680,0.000286017
0.782000,0.043502230,0.072152101,9.895379066,-0.000166930,0.000235421,0.000283351
0.822000,0.062666059,0.072152101,9.895379066,-0.000176917,0.000212696,-0.000784479
0.842000,0.081829891,0.096106887,9.909751892,-0.000183545,0.000191957,0.000284213
0.881000,0.053084146,0.076943055,9.900169373,-0.000188858,0.000169515,0.000290995
0.902000,0.057875101,0.076943055,9.895379066,-0.000188858,0.000169515,0.000290995
0.943000,0.067457020,0.086524971,9.900169373,-0.000188746,0.000136229,0.000301563
0.983000,0.057875101,0.076943055,9.900169373,-0.000186665,0.000125647,0.000304194
1.022000,0.067457020,0.086524971,9.895379066,0.000887444,0.000094364,0.000307374
1.044000,0.067457020,0.086524971,9.876214981,0.000887444,0.000094364,0.000307374
1.064000,0.062666059,0.081734017,9.900169373,-0.000171380,-0.000990447,0.000305337
1.103000,0.057875101,0.072152101,9.895379066,-0.000168281,0.000065873,0.000302819
1.123000,0.062666059,0.081734017,9.895379066,0.000903364,0.000050250,-0.000772149
1.144000,0.067457020,0.091315925,9.900169373,0.000903364,0.000050250,-0.000772149
1.163000,0.062666059,0.076943055,9.876214981,-0.000156366,0.000036766,0.000278437
1.184000,0.057875101,0.076943055,9.900169373,-0.000156366,0.000036766,0.000278437
1.205000,0.057875101,0.076943055,9.885796547,-0.000152947,0.000025366,0.000262150
1.242000,0.081829891,0.062570184,9.895379066,-0.000149890,0.000016926,0.000244291
1.264000,0.038711268,0.096106887,9.895379066,-0.000148249,0.000014684,0.000234811
1.283000,0.057875101,0.124852628,9.885796547,-0.000146580,0.000013825,0.000224865
1.304000,0.057875101,0.043406360,9.909751892,-0.000144911,0.000014137,0.000214519
1.324000,0.072247967,0.043406360,9.890587807,-0.000143267,-0.001049837,0.000203832
1.344000,0.067457020,0.096106887,9.909751892,0.000923596,-0.001047749,-0.000872556
1.384000,0.053084146,0.086524971,9.904960632,-0.000140282,0.000020395,0.000181376
1.404000,0.053084146,0.043406360,9.876214981,-0.000140282,0.000020395,0.000181376
1.425000,0.077038929,0.076943055,9.900169373,-0.000139118,0.000028895,0.000159876
1.445000,0.053084146,0.100897849,9.881006241,-0.000139118,0.000028895,0.000159876
