t_ms,ax,ay,az,gx,gy,gz
22667,-0.507278,0.744168,9.801001,81.578125,3.125000,-14.156250
22750,-0.387637,-0.820738,10.068998,92.203125,22.453125,-14.062500
22833,0.143569,-2.962314,9.755538,30.828125,16.203125,3.390625
22917,0.301496,-3.330809,9.851251,-50.187500,-0.796875,11.390625
23000,-0.131605,-0.315853,9.635897,-51.578125,-14.609375,-8.000000
23083,0.406780,-0.957129,10.418350,14.500000,-6.875000,7.234375
23167,-0.693919,-0.947558,10.171889,27.531250,39.593750,2.859375
23250,-0.145962,-1.698904,9.456435,5.812500,43.984375,5.953125
23333,0.454636,-1.741975,9.616754,-7.406250,15.187500,8.281250
23417,-0.145962,-0.550349,10.925628,41.156250,0.890625,0.015625
23500,-0.004786,-0.246461,9.860822,21.750000,-40.406250,-11.203125
23583,-0.208176,-1.686940,9.501899,16.375000,33.281250,1.781250
23667,0.014357,-1.911865,8.755338,-7.859375,20.078125,13.531250
23750,0.126820,-1.816152,8.946764,-32.859375,-2.562500,14.234375
23833,0.210568,-1.304088,9.530612,-43.406250,-24.562500,3.562500
23917,0.234497,-0.641276,9.841679,-19.640625,-39.984375,-5.437500
24000,-0.380459,-1.174876,10.549955,37.265625,24.281250,-4.781250
24083,-0.521635,-2.060220,10.652846,-26.203125,24.656250,1.937500
24167,-0.483350,-2.639283,10.715060,-79.437500,23.921875,-2.968750
24250,0.174676,-2.019542,10.200603,-60.890625,-13.750000,2.890625
24333,0.756132,-0.540778,9.937392,18.234375,-46.203125,9.250000
24417,0.244068,0.392423,10.269995,83.890625,-32.078125,3.265625
24500,-0.674776,-0.291924,10.815558,84.078125,19.437500,-3.281250
24583,-0.370888,-2.584248,9.530612,-32.125000,30.593750,8.687500
24667,0.459422,-2.651247,8.616554,-76.921875,-25.171875,8.750000
24750,0.648455,-1.155733,9.375079,-77.218750,-64.140625,0.562500
24833,-0.222533,-0.066999,10.267602,-32.296875,-54.187500,-6.734375
24917,-0.839881,-0.117248,10.662418,15.875000,-5.125000,-4.296875
25000,-0.866202,-1.677369,10.583454,32.718750,53.031250,1.531250
25083,-0.110070,-0.368495,9.188439,-25.390625,-63.484375,-1.625000
25167,-0.011964,-1.651048,10.124032,10.000000,29.093750,-2.234375
25250,-0.780060,-0.770489,10.765309,25.968750,30.343750,-7.484375
25333,0.660419,-1.904687,9.765109,-8.500000,-9.234375,3.046875
25417,-0.875773,-0.196211,10.348958,13.937500,-17.031250,-6.187500
25500,-0.287139,-0.878166,10.246066,4.265625,-27.937500,-1.031250
25583,-0.055035,-0.983450,9.913464,39.625000,-4.000000,7.703125
25667,0.545564,-0.583849,9.133404,57.406250,-18.359375,8.328125
25750,0.473779,-1.323231,9.975677,-6.984375,-38.093750,3.421875
25833,-0.476172,-1.423729,9.588040,-21.890625,41.578125,-16.234375
25917,-0.677169,-1.038485,10.167103,-1.562500,11.671875,-8.515625
26000,0.404387,-0.983450,8.930014,-17.109375,32.515625,-13.140625
26083,-0.665205,-0.758525,10.710274,44.687500,16.015625,1.968750
26167,-0.847059,-1.899901,10.796416,-7.312500,47.703125,6.078125
26250,-0.064606,-2.455036,9.688539,-57.046875,33.875000,6.015625
26333,0.689133,-1.485943,8.939585,-58.859375,-12.000000,3.484375
26417,-0.289532,-0.330210,10.427921,54.671875,-33.109375,-0.687500
26500,0.315853,0.181855,9.437292,60.718750,-35.812500,-1.812500
26583,-0.935594,-0.727418,11.119447,86.578125,18.125000,6.390625
26667,-0.916451,-2.093720,11.313265,53.218750,66.171875,21.125000
26750,-0.181855,-2.646462,10.176675,-10.328125,59.640625,23.437500
26833,0.868595,-1.150948,8.317451,-61.718750,-57.796875,1.468750
26917,0.748953,-2.139183,8.726624,-59.109375,0.625000,10.703125
27000,0.815953,-0.806381,8.851051,-6.031250,-47.703125,0.203125
27083,0.299103,-1.928615,9.626325,25.390625,-20.218750,-1.468750
27167,-0.095713,-2.098505,9.987642,-53.515625,-23.031250,-11.750000
27250,-0.445065,-1.610370,10.545169,-53.515625,-0.031250,-11.500000
27333,-0.346959,-0.880559,10.363315,-39.062500,21.828125,-3.734375
27417,0.124427,-0.370888,9.564112,43.875000,-1.656250,0.109375
27500,-0.380459,-2.170290,9.743574,3.093750,6.734375,21.437500
27583,-0.332602,-1.940579,10.246066,-35.734375,24.093750,21.640625
27667,0.681954,-0.471386,9.870393,11.718750,-54.593750,-3.421875
27750,0.232104,-1.268196,8.774480,51.125000,-19.578125,-5.218750
27833,0.284746,-1.311267,10.021141,-45.500000,-30.687500,-4.968750
27917,0.129212,-0.782453,9.920642,-2.796875,-18.130208,2.916667
28000,-0.026321,-0.253639,9.820144,39.906250,-5.572917,10.802083
28083,-0.181855,0.275175,9.719645,82.609375,6.984375,18.687500
28167,-0.050249,-2.919244,10.183853,-41.140625,7.937500,8.906250
28250,0.143569,-2.495714,9.305687,-79.968750,-8.640625,0.906250
28333,0.215354,-1.459622,8.879765,-55.437500,-14.062500,0.093750
28417,0.071785,-0.303888,9.224331,17.953125,-4.890625,7.437500
28500,-0.035892,-1.765903,9.279366,17.171875,-5.718750,8.734375
28583,0.114855,-2.378466,8.798409,-55.406250,-14.218750,-7.718750
28667,0.107677,-2.234896,9.327222,-81.343750,-4.234375,-8.890625
28750,-0.141177,-1.452443,10.633704,-41.906250,18.546875,2.453125
28833,-0.368495,-0.447458,11.507084,24.671875,27.187500,12.656250
28917,-0.191426,-0.265603,11.279766,24.671875,27.187500,12.656250
29000,0.232104,-1.048056,10.846665,54.390625,7.203125,11.453125
29083,-0.267996,-0.480957,10.944771,-72.843750,-11.796875,-5.546875
29167,0.078963,-0.157926,10.229317,66.171875,-4.375000,-0.218750
29250,-0.047856,-1.186840,10.135997,96.593750,-0.796875,5.765625
29333,-0.303888,-2.586641,10.260423,-37.437500,31.609375,5.296875
29417,-0.129212,0.189033,10.705488,-6.656250,-3.156250,-7.093750
29500,0.057428,-2.464607,9.652646,-117.859375,23.781250,-3.968750
29583,0.394816,-0.760918,9.169296,-49.578125,-35.000000,-6.390625
29667,0.260818,0.464208,9.257831,46.796875,-33.312500,-2.484375
29750,-0.229711,0.595813,10.124032,106.515625,-5.718750,-1.453125
29833,-0.428315,-0.571885,10.963913,98.343750,19.203125,6.203125
29917,-0.279960,-2.158326,10.961520,34.234375,22.359375,13.156250
30000,-0.289532,-3.290131,10.085747,-37.437500,31.609375,5.296875
30083,0.100499,0.275175,10.059426,55.578125,-10.625000,-1.953125
30167,-0.112463,0.074178,11.045269,114.781250,-4.765625,3.281250
30250,-0.129212,-1.763510,10.930414,81.078125,-5.125000,6.187500
30333,-0.007178,-3.445665,10.011570,-33.187500,-16.546875,-1.578125
30417,0.117248,-3.421736,9.193224,-130.218750,-28.781250,-7.671875
30500,-0.339781,1.155733,10.736595,100.343750,18.859375,4.625000
30583,-0.346959,0.799203,10.602597,-1.734375,2.000000,3.875000
30667,-0.007178,-0.648455,10.181460,112.937500,14.187500,3.437500
30750,0.177069,-2.438286,9.525827,45.328125,-5.593750,-1.500000
30833,0.186640,-3.125026,9.418150,-41.109375,-23.843750,-3.140625
30917,-0.002393,-2.555535,10.102497,-89.171875,-24.609375,-2.171875
31000,-0.031107,-1.615155,9.834501,-114.406250,-22.171875,-0.578125
31083,-0.086142,-2.014757,9.023334,-75.796875,0.859375,-19.265625
31167,-0.299103,-1.533799,9.272188,-34.671875,26.921875,-1.046875
31250,0.248854,-1.919044,8.700303,-59.687500,-19.218750,-30.562500
31333,-0.399601,-0.440279,9.544969,48.375000,40.671875,7.562500
31417,0.569492,-1.557728,8.334201,-7.859375,8.546875,-2.625000
31500,0.294317,-0.811167,9.489934,105.859375,24.890625,-4.484375
31583,0.267996,-1.715654,9.360722,30.703125,15.265625,-7.140625
31667,0.100499,-3.101098,9.351151,-61.906250,9.921875,-0.296875
31750,-0.138784,-3.299702,9.693324,-114.578125,4.187500,2.562500
31833,-0.112463,-2.033899,9.839287,-96.359375,-4.843750,0.734375
31917,-0.241675,0.519243,9.645468,113.625000,37.140625,3.828125
32000,0.055035,-0.464208,9.841679,-29.546875,-11.515625,-1.781250
32083,0.792024,-2.739782,9.408578,-85.312500,-32.000000,-11.531250
32167,0.655633,-1.581656,8.805587,-87.578125,-68.828125,-9.421875
32250,-0.483350,-0.220140,10.327422,-28.890625,-37.203125,-11.703125
