t_ms,ax,ay,az,gx,gy,gz
24083,0.732204,-2.009971,8.290475,0.000000,-50.593750,-23.671875
24167,-0.397209,-1.770689,9.162617,10.828125,3.953125,6.406250
24250,-0.375673,-1.837688,9.783752,17.656250,42.296875,12.921875
24333,-0.366102,-1.727618,10.762530,7.312500,64.203125,-4.187500
24417,-0.344566,-1.873580,11.669006,-15.218750,52.812500,-28.734375
24500,-0.004786,-2.237289,11.828559,-19.515625,4.921875,-37.953125
24583,-0.004786,-1.852045,8.686546,1.234375,-33.656250,-12.718750
24667,0.638884,-1.641476,11.053249,43.796875,-62.812500,-21.218750
24750,-0.181855,-1.488336,10.664614,43.796875,-62.812500,-21.218750
24833,-0.533599,-2.009971,10.239012,52.343750,-44.156250,-14.546875
24917,-0.428315,-2.557927,9.969472,29.328125,-9.703125,-5.093750
25000,0.734597,-2.170290,11.438941,9.093750,-45.343750,-30.171875
25083,-0.497707,0.078963,11.145158,101.234375,20.078125,-0.062500
25167,-0.526421,-1.799403,12.396586,122.421875,42.031250,7.125000
25250,0.160319,-4.378865,13.368534,44.140625,25.468750,14.421875
25333,0.978664,-4.852644,12.791755,-71.406250,-24.406250,9.656250
25417,0.696311,-2.883351,10.773387,-97.234375,-58.015625,13.515625
25500,-0.256032,-0.050249,11.056782,12.703125,-6.390625,1.843750
25583,-0.643669,0.150748,8.308098,-44.250000,-10.765625,1.343750
25667,-0.693919,-0.062213,8.381584,-0.015625,45.250000,-17.703125
25750,-0.533599,-0.866202,8.617230,29.578125,77.562500,-22.625000
25833,0.488136,-1.811367,8.343970,30.437500,19.390625,-16.671875
25917,0.815953,-1.971686,8.258798,12.093750,-30.968750,-22.093750
26000,-0.256032,-0.744168,8.979508,-97.234375,-58.015625,13.515625
26083,0.480957,-2.325824,8.217548,-53.968750,-0.375000,-17.125000
26167,0.409173,-2.062613,7.731415,-73.265625,-29.562500,-7.500000
26250,0.107677,-2.074577,8.020176,-99.890625,-29.906250,19.562500
26333,-0.251246,-1.397408,9.338913,-98.484375,-6.843750,6.218750
26417,-0.368495,-0.693919,10.578480,-57.203125,18.171875,-11.109375
26500,-0.169890,-0.239282,11.270248,26.640625,27.343750,-10.968750
26583,0.200997,-0.507278,11.108588,116.937500,13.062500,8.421875
26667,0.062213,-3.010171,10.904314,112.781250,-33.078125,14.890625
26750,-0.045464,-4.134797,11.686040,11.937500,-38.750000,3.359375
26833,-0.014357,-3.921836,12.154348,-69.828125,-34.953125,1.921875
26917,-0.047856,-1.993221,11.715439,-67.109375,-23.484375,4.265625
27000,0.296710,-1.598405,10.744888,156.515625,-13.609375,22.031250
27083,0.186640,-3.086741,12.314657,-45.828125,-11.609375,11.125000
27167,-0.193819,-1.682154,10.501729,59.875000,-8.593750,16.437500
27250,-0.160319,-1.368695,10.198680,37.437500,-15.890625,-1.796875
27333,0.066999,-3.000600,11.879958,-3.171875,-12.203125,14.796875
27417,0.052642,-2.598605,12.030358,-52.187500,-3.343750,18.640625
27500,-0.095713,-2.368894,11.129184,44.875000,-8.890625,22.718750
27583,-0.342174,-0.466600,9.227539,19.609375,27.609375,6.578125
27667,-0.229711,-1.464407,10.802151,-21.984375,11.250000,19.390625
27750,0.222533,-2.502892,8.621547,-18.171875,32.640625,-12.953125
27833,-0.267996,-0.535992,8.310480,46.968750,44.859375,-5.843750
27917,-0.251246,-0.863809,8.237654,49.234375,57.203125,-8.468750
28000,-0.062213,-2.069792,8.647751,23.968750,54.078125,-8.250000
28083,0.045464,-1.617548,10.258272,7.343750,-19.343750,-11.828125
28167,0.179462,-0.995414,10.021766,70.421875,-2.609375,-8.093750
28250,0.028714,-1.785046,11.244712,73.796875,-0.187500,-2.703125
28333,-0.177069,-2.809174,12.010907,37.609375,12.281250,5.515625
28417,-0.110070,-3.184847,11.159011,-46.734375,11.796875,8.500000
28500,0.210568,-1.823331,9.328806,-46.687500,-7.906250,0.687500
28583,-0.198604,-3.199204,12.027958,-14.015625,19.578125,11.093750
28667,-0.014357,-1.158126,10.178016,3.734375,-23.171875,-6.218750
28750,-0.157926,-1.744368,11.215873,15.078125,-11.921875,0.625000
28833,-0.033500,-2.301895,11.427560,5.312500,-7.312500,1.921875
28917,0.133998,-2.151148,10.825628,-4.296875,-13.437500,-6.656250
29000,0.232104,-1.174876,9.224234,-23.500000,-24.078125,-6.281250
29083,0.126820,-1.531406,8.452508,-76.890625,55.187500,18.609375
29167,-0.272782,-0.964308,9.667435,72.703125,-62.031250,1.890625
29250,-0.681954,-3.053242,10.225161,35.656250,-14.484375,21.140625
29333,-0.643669,-3.290131,10.169586,-27.750000,39.203125,34.031250
29417,-0.380459,-2.555535,9.428856,-74.093750,66.328125,29.000000
29500,0.581456,-0.823131,7.626450,-41.078125,16.703125,17.390625
29583,-0.375673,-2.093720,9.493669,-14.812500,-23.640625,-10.796875
29667,0.136391,-1.012164,7.690727,23.687500,-49.328125,11.906250
29750,-0.196211,-1.643869,8.508681,13.140625,-48.031250,-0.859375
29833,-0.119641,-1.296910,10.037312,33.234375,9.656250,-12.171875
