t,ax,ay,az,gx,gy,gz
0.000000,-0.023571171,0.086524971,9.900169373,-0.000043978,0.000083428,0.000172574
0.021000,-0.018780213,0.096106887,9.895379066,-0.000043978,0.000083428,0.000172574
0.042000,-0.018780213,0.100897849,9.895379066,-0.000064000,0.000078799,0.000190988
0.081000,-0.028362129,0.081734017,9.900169373,-0.000079476,0.000079886,0.000196775
0.103000,-0.023571171,0.081734017,9.890587807,-0.000087348,0.000081314,0.000197086
0.141000,-0.013989257,0.100897849,9.895379066,0.000970123,-0.000982081,0.000195729
0.162000,-0.033153087,0.086524971,9.895379066,-0.000111002,0.000088444,0.000189149
0.200000,-0.023571171,0.086524971,9.895379066,-0.000119718,0.000091594,0.000184426
0.221000,-0.023571171,0.096106887,9.895379066,0.000926696,0.000098035,0.000173168
0.243000,-0.028362129,0.081734017,9.895379066,0.000926696,0.000098035,0.000173168
0.281000,-0.033153087,0.086524971,9.895379066,-0.000158721,-0.000959396,0.000160623
0.301000,-0.013989257,0.110479757,9.890587807,-0.000158721,-0.000959396,0.000160623
0.324000,-0.018780213,0.100897849,9.900169373,0.000885313,0.000116515,0.000147837
0.344000,-0.028362129,0.076943055,9.895379066,-0.000200252,0.000130675,0.000135559
0.382000,-0.023571171,0.086524971,9.890587807,-0.000210057,0.000138757,0.000129620
0.402000,-0.023571171,0.110479757,9.895379066,-0.000228469,0.000156016,0.000116543
0.442000,-0.028362129,0.081734017,9.900169373,-0.000236337,-0.000899974,0.000109126
0.462000,-0.028362129,0.067361146,9.890587807,-0.000242743,0.000175130,0.000101337
0.504000,-0.033153087,0.096106887,9.895379066,-0.000251311,0.000195889,0.000085314
0.524000,-0.023571171,0.100897849,9.900169373,-0.000255296,0.000215248,0.000069566
0.544000,-0.023571171,0.081734017,9.890587807,0.000809326,0.000223618,0.000062041
0.563000,-0.023571171,0.076943055,9.900169373,0.000809326,0.000223618,0.000062041
0.602000,-0.023571171,0.100897849,9.890587807,-0.000256567,-0.000821767,0.000041618
0.624000,-0.018780213,0.100897849,9.904960632,-0.000257590,0.000248679,0.000035653
0.664000,-0.023571171,0.076943055,9.895379066,-0.000259915,0.000257591,0.000025093
0.684000,-0.013989257,0.096106887,9.895379066,-0.000260259,0.000261049,0.000020502
0.722000,-0.028362129,0.081734017,9.900169373,-0.000259864,-0.000801396,0.000016361
