t,ax,ay,az,gx,gy,gz
0.000000,0.024338398,-0.095531397,9.909751892,0.000895430,0.000306378,0.006530380
0.019000,-0.042734999,0.052988268,9.938497543,-0.000170908,0.000302510,-0.003042874
0.059000,0.330959648,0.215880811,9.900169373,0.000885999,-0.001850211,-0.018986251
0.082000,-0.095435530,-0.085949481,9.904960632,-0.000183332,0.000270260,-0.006192809
0.122000,0.081829891,0.191926032,9.861842155,-0.000187783,0.001325353,0.024716653
0.141000,0.192021906,0.426682919,9.871423721,-0.001257755,0.001315387,0.002369249
0.180000,-0.109808400,-0.215305328,9.919333458,0.000863596,-0.000835804,0.001342399
0.203000,-0.196045622,-0.023667041,9.909751892,-0.000206194,0.000218695,0.003486837
0.243000,0.110575631,0.249417514,9.881006241,-0.000217322,0.000197378,-0.001818876
0.263000,-0.076271698,0.024242528,9.924124718,0.000834474,-0.000890224,0.001385255
0.303000,-0.047525957,0.086524971,9.948079109,-0.001309349,0.000153549,-0.000748391
0.343000,0.043502230,0.153598368,9.904960632,-0.000250875,0.000143534,-0.000760133
0.383000,-0.095435530,-0.014085128,9.890587807,-0.000264911,0.000124129,0.001338147
0.403000,0.024338398,0.115270719,9.900169373,-0.000278617,0.000106211,-0.000826275
0.423000,0.043502230,0.211089849,9.876214981,-0.000278617,0.000106211,-0.000826275
0.463000,-0.090644568,0.000287743,9.914543152,-0.000284670,-0.000967287,0.000218830
0.503000,-0.004407343,0.100897849,9.900169373,-0.000284670,0.000097977,0.000218830
0.544000,0.005174574,0.096106887,9.919333458,-0.000284670,0.000097977,-0.000846434
0.563000,-0.018780213,0.067361146,9.876214981,-0.000284670,0.000097977,-0.000846434
0.584000,-0.057107870,0.072152101,9.909751892,-0.000284670,0.000097977,0.000218830
0.603000,-0.023571171,0.081734017,9.890587807,-0.000284670,0.000097977,0.000218830
0.625000,-0.009198301,0.139225498,9.885796547,-0.000284670,0.000097977,-0.000846434
0.662000,-0.047525957,0.057779230,9.909751892,0.000780593,-0.000967287,0.000218830
0.702000,0.005174574,0.115270719,9.909751892,-0.000284670,-0.000967287,0.000218830
0.722000,-0.018780213,0.148807406,9.890587807,-0.000284670,0.000097977,-0.000846434
0.765000,-0.033153087,0.019451573,9.900169373,-0.000284670,-0.000967287,0.000218830
0.804000,0.321377724,-0.033248957,9.885796547,-0.000284670,-0.000967287,-0.028543286
0.824000,-0.459548265,-0.143440962,9.957661629,-0.000284670,-0.000967287,-0.028543286
0.866000,0.340541571,0.254208475,9.885796547,0.000780593,0.000097977,-0.027478021
0.885000,-0.210418493,0.048197314,9.919333458,0.000780593,0.000097977,-0.027478021
0.924000,0.091411799,0.014660615,9.957661629,0.000780593,0.000097977,0.024719890
0.945000,0.005174574,0.364400476,9.847469330,-0.000284670,-0.000967287,-0.000846434
0.986000,-0.186463714,-0.033248957,9.900169373,-0.000284670,-0.000967287,-0.005107488
1.006000,-0.172090843,0.014660615,9.904960632,-0.000284670,0.000097977,0.004479884
1.045000,0.077038929,0.187135071,9.871423721,-0.000284670,0.000097977,-0.001911697
1.064000,0.005174574,0.038615398,9.900169373,-0.000284670,0.000097977,0.000218830
1.085000,-0.138554141,0.038615398,9.881006241,-0.000284670,0.000097977,0.000218830
1.104000,-0.057107870,0.072152101,9.919333458,0.000780593,0.000097977,0.001284093
1.127000,0.033920314,0.129643589,9.895379066,0.000780593,-0.000967287,-0.000846434
1.147000,0.009965528,0.129643589,9.885796547,-0.000284670,0.000097977,0.000218830
1.166000,-0.023571171,0.086524971,9.900169373,-0.000284670,0.000097977,0.000218830
1.207000,-0.023571171,0.067361146,9.914543152,-0.000284670,0.000097977,0.000218830
1.227000,-0.037944041,0.120061666,9.900169373,-0.000284670,0.000097977,0.000218830
1.267000,0.009965528,0.081734017,9.881006241,-0.000284670,0.000097977,0.000218830
1.287000,-0.023571171,0.057779230,9.881006241,-0.000284670,-0.000967287,0.000218830
1.308000,-0.071480744,0.086524971,9.900169373,0.000780593,-0.000967287,0.000218830
1.328000,-0.033153087,0.120061666,9.900169373,0.000780593,-0.000967287,0.000218830
1.347000,0.029129360,0.110479757,9.924124718,0.000780593,-0.000967287,0.000218830
1.368000,-0.004407343,0.076943055,9.871423721,-0.000284670,0.000097977,-0.000846434
1.407000,-0.057107870,0.081734017,9.919333458,0.000780593,0.000097977,0.000218830
1.446000,0.005174574,0.115270719,9.871423721,-0.000284670,0.000097977,-0.000846434
1.466000,-0.037944041,0.048197314,9.904960632,-0.000284670,0.000097977,0.000218830
1.488000,-0.057107870,0.048197314,9.890587807,0.000780593,0.000097977,0.000218830
1.528000,0.000383615,0.139225498,9.895379066,-0.000284670,0.000097977,0.000218830
1.548000,-0.023571171,0.076943055,9.909751892,0.000780593,-0.000967287,0.000218830
1.568000,-0.042734999,0.038615398,9.885796547,0.000780593,0.000097977,0.000218830
1.587000,-0.023571171,0.091315925,9.909751892,0.000780593,-0.000967287,0.000218830
1.609000,-0.013989257,0.129643589,9.895379066,-0.000284670,0.000097977,0.000218830
1.629000,-0.009198301,0.110479757,9.881006241,-0.000284670,0.000097977,0.000218830
1.648000,-0.037944041,0.062570184,9.904960632,-0.000284670,0.000097977,0.000218830
1.669000,-0.033153087,0.067361146,9.895379066,0.000780593,0.000097977,0.000218830
1.689000,-0.013989257,0.086524971,9.895379066,-0.000284670,0.000097977,0.000218830
1.709000,-0.009198301,0.110479757,9.900169373,-0.000284670,0.000097977,0.000218830
1.750000,-0.037944041,0.076943055,9.900169373,-0.000284670,0.000097977,0.000218830
1.789000,-0.009198301,0.091315925,9.909751892,0.000780593,-0.000967287,0.000218830
1.830000,-0.023571171,0.086524971,9.895379066,0.000780593,0.000097977,0.000218830
1.867000,-0.023571171,0.076943055,9.890587807,0.000780593,-0.000967287,0.000218830
1.889000,-0.013989257,0.100897849,9.900169373,-0.000284670,0.000097977,0.000218830
1.910000,-0.018780213,0.100897849,9.904960632,-0.000284670,0.000097977,0.000218830
1.949000,-0.028362129,0.076943055,9.900169373,-0.000284670,0.000097977,0.000218830
1.970000,-0.018780213,0.086524971,9.904960632,-0.000284670,0.000097977,0.000218830
1.991000,-0.018780213,0.091315925,9.890587807,-0.000284670,-0.000967287,-0.000846434
2.031000,-0.033153087,0.086524971,9.895379066,-0.000284670,0.000097977,0.000218830
2.070000,-0.023571171,0.091315925,9.890587807,-0.000284670,0.000097977,-0.000846434
2.092000,-0.023571171,0.091315925,9.900169373,-0.000284670,0.000097977,0.000218830
2.130000,-0.023571171,0.086524971,9.900169373,-0.000284670,-0.000967287,0.000218830
2.154000,-0.028362129,0.086524971,9.895379066,-0.000284670,0.000097977,0.000218830
2.190000,-0.018780213,0.096106887,9.900169373,-0.000284670,0.000097977,0.000218830
2.231000,-0.028362129,0.086524971,9.900169373,0.000780593,0.000097977,0.000218830
2.252000,-0.037944041,0.072152101,9.900169373,-0.000284670,0.000097977,0.000218830
2.292000,-0.013989257,0.091315925,9.890587807,-0.000284670,0.000097977,0.000218830
2.312000,-0.013989257,0.096106887,9.900169373,-0.000284670,-0.000967287,0.000218830
2.350000,-0.033153087,0.076943055,9.900169373,0.000780593,0.000097977,0.000218830
2.373000,-0.023571171,0.091315925,9.895379066,0.000780593,0.000097977,0.000218830
2.392000,-0.009198301,0.100897849,9.895379066,0.000780593,0.000097977,0.000218830
2.413000,-0.018780213,0.096106887,9.904960632,-0.000284670,-0.000967287,0.000218830
2.453000,-0.047525957,0.067361146,9.900169373,-0.000284670,0.000097977,-0.000846434
2.493000,-0.009198301,0.120061666,9.885796547,-0.000284670,0.000097977,0.000218830
2.513000,-0.018780213,0.100897849,9.890587807,-0.000284670,0.000097977,0.000218830
2.550000,-0.028362129,0.052988268,9.900169373,0.000780593,0.000097977,0.000218830
2.590000,-0.023571171,0.105688795,9.900169373,-0.000284670,0.000097977,-0.000846434
2.611000,-0.023571171,0.091315925,9.895379066,-0.000284670,0.000097977,0.000218830
2.651000,-0.013989257,0.076943055,9.895379066,-0.000284670,0.000097977,0.000218830
2.671000,-0.023571171,0.081734017,9.895379066,-0.000284670,0.000097977,0.000218830
2.692000,-0.028362129,0.096106887,9.890587807,-0.000284670,0.000097977,0.000218830
2.714000,-0.028362129,0.100897849,9.904960632,0.000780593,0.000097977,-0.000846434
2.756000,-0.018780213,0.072152101,9.895379066,-0.000284670,0.000097977,0.000218830
2.795000,-0.018780213,0.100897849,9.904960632,-0.000273607,-0.000942383,0.000129472
2.835000,-0.037944041,0.081734017,9.900169373,-0.000271207,0.000118127,0.000137573
2.854000,-0.018780213,0.081734017,9.895379066,-0.000271207,0.000118127,0.000137573
2.876000,0.000383615,0.105688795,9.890587807,-0.000267942,0.000118283,0.000155413
2.912000,-0.052316912,0.086524971,9.885796547,-0.000267942,0.000118283,0.000155413
2.934000,-0.023571171,0.081734017,9.904960632,-0.000263336,0.000121709,0.000168808
2.974000,-0.013989257,0.091315925,9.909751892,0.000809403,-0.000939317,0.000180516
3.012000,-0.033153087,0.081734017,9.900169373,-0.000251338,0.000127841,0.000185172
3.035000,-0.028362129,0.091315925,9.895379066,-0.000242591,0.000132189,0.000191678
3.075000,-0.018780213,0.091315925,9.900169373,-0.000234742,0.000137262,0.000195118
3.094000,-0.023571171,0.086524971,9.895379066,0.000838759,0.000143315,0.000196069
3.116000,-0.028362129,0.086524971,9.890587807,0.000838759,0.000143315,0.000196069
3.138000,-0.033153087,0.086524971,9.904960632,-0.000222308,0.000147044,0.000195362
3.177000,-0.013989257,0.091315925,9.890587807,0.000850944,0.000160022,-0.000876402
3.216000,-0.028362129,0.076943055,9.895379066,-0.000214206,0.000170656,0.000184349
3.239000,-0.033153087,0.086524971,9.900169373,-0.000214206,0.000170656,0.000184349
3.278000,-0.013989257,0.096106887,9.890587807,0.000844450,0.000188592,0.000177632
3.297000,-0.018780213,0.086524971,9.895379066,0.000844450,0.000188592,0.000177632
3.318000,-0.028362129,0.091315925,9.900169373,0.000840238,0.000193957,0.000174723
3.359000,-0.023571171,0.091315925,9.900169373,0.000819697,0.000201861,0.000163231
3.397000,-0.028362129,0.081734017,9.895379066,-0.000263294,0.000200576,0.000153337
3.418000,-0.033153087,0.086524971,9.895379066,-0.000263294,0.000200576,0.000153337
3.439000,-0.033153087,0.096106887,9.885796547,-0.000263294,0.000200576,0.000153337
3.479000,-0.023571171,0.091315925,9.895379066,-0.000291603,0.000192721,0.000137527
3.519000,-0.023571171,0.091315925,9.900169373,-0.000320255,-0.000882941,0.000122546
3.558000,-0.023571171,0.091315925,9.909751892,-0.000329742,-0.000886693,0.000117985
3.579000,-0.028362129,0.091315925,9.895379066,0.000716954,0.000172973,0.000109838
3.599000,-0.023571171,0.081734017,9.900169373,0.000716954,0.000172973,0.000109838
3.641000,-0.033153087,0.086524971,9.895379066,0.000687945,0.000171181,0.000102815
3.679000,-0.018780213,0.096106887,9.895379066,-0.000395140,-0.000892311,0.000101247
3.699000,-0.018780213,0.091315925,9.900169373,-0.000395140,-0.000892311,0.000101247
3.739000,-0.023571171,0.091315925,9.890587807,-0.000417021,0.000177161,0.000097322
3.759000,-0.013989257,0.091315925,9.900169373,-0.000417021,0.000177161,0.000097322
3.779000,-0.018780213,0.086524971,9.900169373,-0.000422328,0.000179095,-0.000970325
